,Title,Published_date,Views,Likes,Favourite,Comments,Month
899,InfyTQ Day 1 Problem 5 Fundamentals of Python,2020-02-04,994,3,0,0,Feb
900,InfyTQ Day 1 Problem 4 Fundamentals of Python,2020-02-04,2252,9,0,0,Feb
901,SQL Queries in Depth Part 1,2020-02-04,1749,29,0,0,Feb
902,Postgres on AWS | Database Lecture,2020-01-25,1260,24,0,5,Jan
903,Data Engineer vs Data Analyst Vs Data Scientist Vs ML Engineer,2020-01-22,1103,50,0,2,Jan
904,Hyper-parameter Tuning using GridSearchCV | Decision Trees Part 8,2020-01-15,18955,425,0,29,Jan
905,Deploying a Flask application on AWS Elastic Beanstalk in under 15 mins,2020-01-14,3647,48,0,16,Jan
906,Setting up Postgres on AWS RDS,2020-01-12,428,9,0,1,Jan
907,Overfitting in Decision Trees | Decision Tree Part 6,2020-01-10,11002,261,0,12,Jan
908,Visualizing a Decision Tree | Decision Tree Part 5,2020-01-09,5882,152,0,7,Jan
909,Importance of Soft Skills for Engineering Graduates | My Placement Story,2020-01-08,1307,72,0,2,Jan
910,Handling Numerical values in Decision Trees | Decision Tree Part 4,2020-01-07,8376,205,0,7,Jan
911,CampusX Website Launch,2020-01-06,235,10,0,0,Jan
912,Student Hackathon on Data Analysis and Machine Learning | Hackathons@CampusX,2020-01-03,380,15,0,0,Jan
913,Information Gain | Decision Trees Part 3,2020-01-02,9317,188,0,8,Jan
914,Python for Machine Learning | Part 4,2019-12-24,577,16,0,1,Dec
915,Python for Machine Learning | Part 3,2019-12-22,550,15,0,2,Dec
916,Python for Machine Learning | Part 2,2019-12-22,727,16,0,1,Dec
917,Python for Machine Learning - Part 1,2019-12-21,2021,57,0,6,Dec
918,Insertion Sort | Algorithms in C,2019-12-18,70,0,0,0,Dec
919,Binary Search | Algorithms in C,2019-12-18,82,0,0,0,Dec
920,Linear Search | Algorithms in C,2019-12-13,97,2,0,0,Dec
921,Space and Time Complexity | Algorithms in C,2019-12-13,835,11,0,0,Dec
922,Introduction to Graph Data Structure | Data Structures in C,2019-12-13,173,3,0,1,Dec
923,Constructing a Binary Tree | Data Structures in C,2019-12-09,104,3,0,0,Dec
924,Search operation in Binary Search Tree | Data Structures in C,2019-12-08,113,1,0,0,Dec
925,Deletion in Binary Search Tree | Data Structures in C,2019-12-05,1343,26,0,1,Dec
926,Linked List and Array representation of Binary Trees | Data Structures in C,2019-11-26,353,4,0,0,Nov
927,Introduction to Tree Data Structures | Data Structures in C,2019-11-26,99,0,0,0,Nov
928,Introduction to Dequeue | Data Structures in C,2019-11-22,181,7,0,1,Nov
929,Introduction to Queues | Data Structures in C,2019-11-22,51,0,0,0,Nov
930,Infix to Postfix Conversion | Data Structures in C,2019-11-22,163,3,0,0,Nov
931,Entropy in Decision Trees,2019-11-17,11773,268,0,6,Nov
932,Stack as a Linked List | Data Structures in C,2019-11-17,66,0,0,0,Nov
933,Stack as an array | Data Structures in C,2019-11-17,90,1,0,0,Nov
934,Introduction to Stacks | Data Structures in C,2019-11-17,88,0,0,0,Nov
935,Implementing and Traversing a Doubly Linked List | Data Structures in C,2019-11-15,971,22,0,1,Nov
936,Recursive counting in Linked Lists | Data Structures in C,2019-11-15,155,1,0,0,Nov
937,Adding a node to  Circular Linked List | Data Structures in C,2019-11-15,56,0,0,0,Nov
938,Deletion in Singly Linked List | Data Structures in C,2019-11-14,83,0,0,0,Nov
939,Insertion in Singly Linked List | Data Structures in C,2019-11-13,197,2,0,1,Nov
940,Linked Lists and its types | Data Structures in C,2019-11-13,379,8,0,2,Nov
941,Web Scraping task description,2019-11-12,206,8,0,0,Nov
942,Decision Trees - Introduction and Geometric Intuition,2019-11-11,20702,391,0,19,Nov
943,How to deploy a Machine Learning model,2019-11-06,21112,443,0,8,Nov
944,Creating a Login and Registration system using Flask,2019-11-03,76513,1374,0,130,Nov
945,Basic functions in Matplotlib,2019-10-31,287,4,0,2,Oct
946,Pandas Part 21 - The fillna() method,2019-10-30,9851,255,0,26,Oct
947,Pandas Part 20 - The dropna() method,2019-10-30,14913,290,0,17,Oct
948,Pandas Part 19 - The set_index() and reset_index(),2019-10-30,15196,298,0,16,Oct
949,K Nearest Neighbors Part 10 - Weighted KNN,2019-10-30,17072,335,0,19,Oct
950,Course Road-map for November - HIT Batch 1,2019-10-29,56,3,0,0,Oct
951,K Nearest Neighbors Part 9 - Hyper-parameters,2019-10-29,6596,132,0,6,Oct
952,Pandas Part 18 - The rename function,2019-10-23,5736,126,0,3,Oct
953,Pandas Part 17 - The corr function,2019-10-23,11289,234,0,18,Oct
954,Pandas Part 16 - Applying Pivot Table to IPL Dataset,2019-10-22,7094,154,0,7,Oct
955,Pandas Part 15 - Pandas Pivot Table,2019-10-22,8752,199,0,9,Oct
956,Pandas Part 14 - The merge function,2019-10-22,10140,262,0,20,Oct
957,Pandas Part 13 - The isin() function,2019-10-22,12498,221,0,23,Oct
958,K Nearest Neighbors Part 6 - Building a KNN Classifier from scratch,2019-10-22,7002,142,0,9,Oct
959,Milestone Project: Working with a MySQL database in Python,2019-10-21,517,13,0,5,Oct
960,Tableau Basics Part 10,2019-10-21,650,14,0,0,Oct
961,Tableau Basics Part 11,2019-10-21,809,23,0,5,Oct
962,Tableau Basics Part 9,2019-10-21,615,9,0,0,Oct
963,Tableau Basics Part 8,2019-10-21,714,15,0,0,Oct
964,Tableau Basics Part 7,2019-10-21,649,10,0,0,Oct
965,Tableau Basics Part 6,2019-10-21,769,15,0,0,Oct
966,Tableau Basics Part 5,2019-10-21,902,16,0,0,Oct
967,Tableau Basics Part 4,2019-10-21,962,16,0,0,Oct
968,Tableau Basics Part 3,2019-10-21,1208,18,0,2,Oct
969,Tableau Basics Part 2,2019-10-21,1606,20,0,1,Oct
970,Tableau Basics Part 1,2019-10-21,5974,90,0,6,Oct
971,K Nearest Neighbors Part 5 - Effect of K on Decision Boundary,2019-10-18,4081,121,0,7,Oct
972,Pandas Part 12 - Groupby on IPL Dataset,2019-10-17,15423,376,0,26,Oct
973,Pandas Part 11- The Groupby() function,2019-10-16,22131,401,0,35,Oct
974,K Nearest Neighbors Part 4 - Decision Boundary for Knn,2019-10-16,12367,262,0,25,Oct
975,Pandas Part 10 - The drop_duplicates() method,2019-10-14,13476,343,0,18,Oct
976,Pandas Part 9 - The sort_values() method,2019-10-14,12139,268,0,5,Oct
977,Pandas Part 8 - Series Operations,2019-10-14,12453,263,0,9,Oct
978,K Nearest Neighbors Part 3 - Working with a Real world dataset,2019-10-14,4996,133,0,6,Oct
979,K Nearest Neighbors Part 2 - Working with a Real world dataset,2019-10-14,7919,174,0,20,Oct
980,K Nearest Neighbors Part 1 - Introduction and Geometric Intuition,2019-10-13,13233,293,0,13,Oct
981,Pandas Part 7 - The Plot function,2019-10-11,13274,305,0,8,Oct
982,Dash Part 2 - Installation and Project Setup,2019-10-10,1042,18,0,1,Oct
983,Dash Part 5 - Adding Scatterplot/Boxplot to Dash Dashboard,2019-10-10,1149,17,0,4,Oct
984,Dash Part 4 - Creating a layout using Dash,2019-10-10,937,14,0,2,Oct
985,Dash Part 3 - Creating a basic web page using Dash,2019-10-10,966,15,0,3,Oct
986,Dash Part 1 - Introduction to Dash,2019-10-10,2280,33,0,1,Oct
987,Plotly tutorial for beginners | Graph Objects,2019-10-10,9267,210,0,16,Oct
988,Pandas Part 6 - The value_counts() function,2019-10-10,14364,276,0,7,Oct
989,Pandas Part 5 - Filtering dataframe on a condition | Masking using boolean series,2019-10-10,19706,418,0,14,Oct
990,Pandas Part 4 - Fetching rows and columns using iloc,2019-10-10,19535,394,0,7,Oct
991,Pandas Part 3 - Important functions and attributes,2019-10-09,18280,350,0,9,Oct
992,Pandas Part 2 - Importing data using read_csv(),2019-10-09,20660,275,0,8,Oct
993,Pandas Part 1 - Introduction to Pandas,2019-10-09,40450,549,0,29,Oct
994,Kick-starting Cycle 2 - Supervised Machine Learning,2019-10-09,69,3,0,0,Oct
995,Downloading .ipynb(jupyter notebook) file from Google Colab,2019-10-03,16984,46,0,11,Oct
996,Introduction to Git and Github: Part 2 - Pushing your code to Github using Git,2019-10-03,3232,79,0,3,Oct
997,Git & Github: Part 1- Introduction to Git and Github,2019-10-03,5013,115,0,7,Oct
998,Milestone Project #2: Data Analytics Dashboard | Problem Statement,2019-10-03,247,9,0,1,Oct
999,Numpy Part 12 - Broadcasting,2019-09-30,10947,276,0,14,Sep
1000,Deploying a Dash application on Heroku in under 15 minutes | Step by Step Tutorial,2019-09-30,9340,142,0,15,Sep
1001,Numpy Part 11 - Plotting graphs using Numpy,2019-09-27,8961,190,0,2,Sep
1002,How to submit a task in Google Classroom,2019-09-26,119,2,0,0,Sep
1003,Numpy Part 10 - Indexing with Boolean Arrays,2019-09-26,11190,265,0,5,Sep
1004,Numpy Part 9 - Fancy indexing in Numpy,2019-09-26,11116,177,0,4,Sep
1005,Numpy Part 8 - Reshaping Numpy arrays,2019-09-26,9177,243,0,9,Sep
1006,An Introduction to Machine Learning,2019-09-25,1267,66,0,8,Sep
1007,Numpy Part 7 - Numpy Operations,2019-09-25,11192,262,0,8,Sep
1008,"Numpy Part 6 - Indexing, Slicing and Iteration",2019-09-25,13650,386,0,27,Sep
1009,Numpy Part 5 - Python Lists Vs Numpy Arrays,2019-09-24,12969,298,0,10,Sep
1010,Numpy Part 4 - Some Important Attributes,2019-09-24,15310,525,0,60,Sep
1011,How to use Google Classroom as a student,2019-09-23,81,3,0,1,Sep
1012,Numpy Part 3 - Creating N-d Arrays,2019-09-23,18607,351,0,10,Sep
1013,Numpy Part 2 - Installing Jupyter Notebook,2019-09-23,13531,197,0,4,Sep
1014,Numpy Part 1 - Introduction to Numpy,2019-09-23,34313,544,0,16,Sep
1015,The Data Analysis Process,2019-09-22,20514,361,0,19,Sep
1016,Orientation Program - HIT CampusX Mentorship Program,2019-09-21,189,5,0,1,Sep
1017,Measurement of Asymmetry - Skewness,2019-08-27,844,14,0,1,Aug
1018,Role of Machine Learning in Regulatory Tech Part 3,2019-08-12,75,2,0,0,Aug
1019,Role of Machine Learning in Regulatory Tech Part 2,2019-08-12,71,3,0,0,Aug
1020,Role of Machine Learning in Regulatory Tech Part 4,2019-08-12,67,2,0,0,Aug
1021,Role of Machine Learning in Regulatory Tech Part 1,2019-08-11,353,4,0,0,Aug
1022,How to use CDF in our analysis,2019-08-10,3036,87,0,3,Aug
1023,How to calculate PDF and CDF,2019-08-10,5070,113,0,14,Aug
1024,Cumulative Distribution Function,2019-08-09,3496,70,0,4,Aug
1025,Probability Density Function,2019-08-09,5387,147,0,8,Aug
1026,Descriptive Statistics - Measures of Spread,2019-08-08,5903,165,0,21,Aug
1027,Descriptive Statistics - Measures of Central Tendency,2019-08-08,5980,160,0,11,Aug
1028,Descriptive Statistics - Visualization Techniques,2019-08-06,10292,262,0,21,Aug
